Study_Location,Site / Sampling_Area,Species_Name,Habitat_Type,MP_Presence,MP_Count (items/individual),MP_Type,MP_Structure,MP_Color,Polymer_Type,Source_Suspected,Dominant_Risk_Type,Author
"Baler, Aurora, Philippines",Freshwater fishpond (Tilapia pond),Oreochromis niloticus,Freshwater (aquaculture),Yes,108.17 items/fish,"Fragments (dominant), Fibers",Irregular,"Black (dominant), White, Blue","Rayon, Polyethylene (PE), Polypropylene (PP)","Aquaculture equipment, fish feed bags, wastewater runoff","Food safety, bioaccumulation","Ares et al., 2024"
"Baler, Aurora, Philippines",Freshwater fishpond (water sample),,Freshwater,Yes,58.67 items/mL,Fragments (dominant),Irregular,"Black, White","PE, PP","Domestic wastewater, aquaculture gear degradation",Ecological,"Ares et al., 2024"
"Baler, Aurora, Philippines",Freshwater fishpond (sediment sample),,Freshwater,Yes,51.92 items/g,Fragments (dominant),Irregular,"Black, Transparent","PE, PP","Runoff, feed sacks, plastic liners",Ecological,"Ares et al., 2024"
"Baler, Aurora, Philippines",Marine cage culture (milkfish),Chanos chanos,Marine (coastal aquaculture),Yes,168 items/fish,"Fibers (dominant; 63.22 fibers/fish), Fragments","Filamentous, irregular","White (dominant), Black, Blue","Polypropylene (PP), Nylon","Fishing nets, cage ropes, marine debris","Food safety, bioaccumulation","Ares et al., 2024"
"Baler, Aurora, Philippines",Marine cage culture (water sample),,Marine,Yes,69.5 items/mL,"Fragments, Fibers","Irregular, filamentous","White (dominant), Black","PP, Nylon","Coastal runoff, aquaculture debris",Ecological,"Ares et al., 2024"
"Baler, Aurora, Philippines",Marine cage culture (sediment sample),,Marine,Yes,51.67 items/g,"Fragments, Fibers",Irregular,"White (dominant), Black","PP, Nylon","Fishing and aquaculture litter, degraded ropes",Ecological,"Ares et al., 2024"
"Baler, Aurora, Philippines",Aggregate (freshwater & marine systems),"O. niloticus, C. chanos",Freshwater & Marine,Yes,Water: 58.67–69.5 items/mL,"Fragments (52–60%), Fibers (35–45%), Films (minor <5%)","Irregular, filamentous","Black (freshwater), White (marine)","PE, PP, Rayon, Nylon","Aquaculture materials, domestic runoff, wastewater, nets","Bioaccumulation, food safety, ecological","Ares et al., 2024"
,,,,,Sediment: 51.67–51.92 items/g,,,,,,,
,,,,,Fish: 108.17–168 items/fish,,,,,,,
"Baybay City, Leyte, Philippines",SP1–SP10 (10 coastal barangays),,Coastal surface water,Yes,50.0 – 216.67 ± 28.9 items/L (mean 156.67 items/L),"Fibers (dominant), Films, Fragments, Flakes","Filamentous (fibers), Irregular (fragments)","Black, Blue, White, Transparent","PS (Polystyrene), PETE (Polyethylene terephthalate), PP (Polypropylene), ABS, EVA, PA (Nylon)","Domestic and fishing waste, aquaculture, packaging, urban runoff",Ecological (high risk; Risk Category Level III–IV),"Abu Sayed Al Helal et al., 2025"
"Baybay City, Leyte, Philippines",SP1–SP10 (10 coastal barangays),,Coastal sediment,Yes,233.3 ± 57.7 – 516.67 ± 28.9 items/kg (mean 375 items/kg),"Fibers, Fragments, Films, Flakes",Irregular,"Black, Blue, White, Transparent","PS, PETE, PP, ABS, EVA, PA","Terrestrial runoff, coastal erosion, fishing activity, packaging waste",Ecological (high risk; Pollution Risk Index > 1),"Abu Sayed Al Helal et al., 2025"
"Sorsogon Bay, Bicol Region, Philippines",Bucal-Bucalan,Perna viridis (green mussel),Marine (coastal bay),Yes,0.44 items individual⁻¹ (0.05 items g⁻¹ wet weight),"Fragments (67%), Fibers (21%), Pellets (12%)","Irregular, filamentous",,"PP (53%), PS (38%), PAM (9%)","Domestic waste, fishing activities, degraded Styrofoam boxes","Food safety, bioaccumulation","Arciga et al., 2025"
"Sorsogon Bay, Bicol Region, Philippines",Rompeolas,Atrina pectinata (pen shell),Marine (coastal bay),Yes,0.06 items individual⁻¹ (0.002 items g⁻¹ wet weight),"Fragments (67%), Fibers (22%), Pellets (11%)","Irregular, filamentous",,"PP, PS, PAM","Fishing gear degradation, domestic effluents","Ecological, bioaccumulation","Arciga et al., 2025"
"Sorsogon Bay, Bicol Region, Philippines",Casiguran,Paphia undulata (carpet shell),Marine (coastal bay),Yes,0.07 items individual⁻¹ (0.003 items g⁻¹ wet weight),"Fragments (90%), Pellets (10%)",Irregular,,"PP, PS, PAM","Aquaculture waste, coastal runoff, plastic packaging","Food safety, ecological","Arciga et al., 2025"
"Sorsogon Bay, Bicol Region, Philippines",Combined Sites,"P. viridis, A. pectinata, P. undulata",Marine (coastal bay),Yes,P. viridis: 0.44 ind⁻¹,"Fragments (70.1%), Fibers (18.4%), Pellets (11.5%)","Irregular, filamentous",,"PP (53%), PS (38%), PAM (9%)","Inadequate waste disposal, domestic sources, aquaculture","Food safety, ecological","Arciga et al., 2025"
,,,,,P. undulata: 0.07 ind⁻¹,,,,,,,
,,,,,A. pectinata: 0.06 ind⁻¹,,,,,,,
"Capiz, Western Visayas, Philippines",Pontevedra (Site 1),Chanos chanos (Milkfish),Brackish pond (aquaculture),Yes,Water: 2.03 particles/L; Sediment: 0.09 particles/g; Gills: 4.38 particles/g; GIT: 0.37 particles/g; Tissue: 0.19 particles/g,"Fibers, Fragments, Pellets","Irregular, Filamentous","Black, Red, Blue, Transparent, Yellow",,"Aquaculture nets, synthetic textiles, household waste","Ecological, Food safety",Lantoria & Pimentel (2025)
"Capiz, Western Visayas, Philippines",Roxas City (Site 2),Chanos chanos (Milkfish),Brackish pond (aquaculture),Yes,Water: 3.63 particles/L; Sediment: 0.12 particles/g; Gills: 1.21 particles/g; GIT: 0.59 particles/g; Tissue: 0.41 particles/g,"Fibers, Fragments, Pellets","Irregular, Filamentous","Black, Blue, Red, Yellow, Transparent",,"Aquaculture, fishing gear, urban runoff, population density","Ecological, Human health",Lantoria & Pimentel (2025)
"Capiz, Western Visayas, Philippines",Ivisan (Site 3),Chanos chanos (Milkfish),Brackish pond (aquaculture),Yes,Water: 1.97 particles/L; Sediment: 0.06 particles/g; Gills: 0.47 particles/g; GIT: 0.48 particles/g; Tissue: 0.39 particles/g,"Fibers, Fragments, Pellets","Irregular, Filamentous","Black, Blue, Red, Yellow, Transparent",,"Fishing activity, textile fibers, waste runoff","Ecological, Food web transfer",Lantoria & Pimentel (2025)
"Capiz, Western Visayas, Philippines",Sapian (Site 4),Chanos chanos (Milkfish),Brackish pond (aquaculture),Yes,Water: 0.53 particles/L; Sediment: 0.11 particles/g; Gills: 0.11 particles/g; GIT: 0.59 particles/g; Tissue: 0.41 particles/g,"Fibers, Fragments, Pellets","Irregular, Filamentous","Black, Blue, Red, Yellow, Transparent",,"Reduced pollution exposure, low population density",Ecological,Lantoria & Pimentel (2025)
"San Pablo City, Laguna, Philippines",Lake Sampaloc (Urban Lake),,Freshwater (urban lake),Yes,483–989 n/m³ (mean: 587 n/m³),"Fibers (dominant), Fragments, Filaments, Films, Foams, Microbeads","Fibrous, Irregular","Clear, Blue, Blue & White, Black, Various Colors",,"Domestic waste, fishing nets/ropes, aquaculture, tourism-related litter","Ecological, Food safety, Human health","Natuel et al., 2023"
"San Pablo City, Laguna, Philippines",Lake Yambo (Rural Lake),,Freshwater (rural lake),Yes,344–789 n/m³ (mean: 449 n/m³),"Fibers (dominant), Fragments, Filaments, Films, Foams, Microbeads","Fibrous, Irregular","Blue, White, Black, Various Colors",,"Domestic and agricultural runoff, tourism waste","Ecological, Bioaccumulation","Natuel et al., 2023"
"San Pablo City, Laguna, Philippines",Limnetic Zone (both lakes),,Freshwater (open lake),Yes,51.3–52.6% of total lake microplastics,"Fibers, Filaments, Fragments",Fibrous,"Blue, Transparent, Black",,"Fishing nets, ropes, aquaculture gear",Ecological,"Natuel et al., 2023"
"San Pablo City, Laguna, Philippines",Near Residences & Fish Cages,,Freshwater (littoral zone),Yes,"501–1,000 n/m³","Fibers, Films",Fibrous,"Blue, White",,"Sewage discharge, domestic and aquaculture waste","Human health, Ecological","Natuel et al., 2023"
"Cabugao Bay, Catanduanes Island, Philippines",Site 1 – Pajo Baguio,,Marine (coastal sediment),Yes,16.67 MP/kg (20 MPs),"Fragments, Fibers","Irregular, elongated","Blue (dominant), Pink, Black, Brown, Yellow, White","Polyethylene (PE, dominant), Polypropylene (PP), Polyvinyl chloride (PVC), Silicone rubber, Polybutene, Polyurethane, Polyacetylene, Vinyl chloride, Lecithin","Fishing nets, plastic bags, packaging, ropes, domestic waste","Ecological, bioaccumulation","Del Rosario & Tiu-Arcilla, 2024"
"Cabugao Bay, Catanduanes Island, Philippines",Site 2 – Pajo San Isidro,,Marine (coastal sediment),Yes,4.17 MP/kg (5 MPs),"Fragments, Fibers",Irregular,"Blue, Black","PE, PP","Fishing lines, household waste, textile fibers",Ecological,"Del Rosario & Tiu-Arcilla, 2024"
"Cabugao Bay, Catanduanes Island, Philippines",Site 3 – Concepcion,,Marine (coastal sediment),Yes,3.33 MP/kg (4 MPs),"Fragments, Fibers",Irregular,"Blue, Pink","PE, PP","Marine litter, packaging waste",Ecological,"Del Rosario & Tiu-Arcilla, 2024"
"Cabugao Bay, Catanduanes Island, Philippines",Site 4 – San Vicente,,Marine (coastal sediment),Yes,3.33 MP/kg (4 MPs),"Fragments, Fibers",Irregular,"Blue, Brown","PE, PP","Domestic runoff, fishing debris",Ecological,"Del Rosario & Tiu-Arcilla, 2024"
"Cabugao Bay, Catanduanes Island, Philippines",Site 5 – Binanuahan,,Marine (coastal sediment),Yes,7.50 MP/kg (9 MPs),"Fragments, Fibers",Irregular,"Blue, Yellow","PE, PP","Urban runoff, riverine input",Ecological,"Del Rosario & Tiu-Arcilla, 2024"
"Cabugao Bay, Catanduanes Island, Philippines",Site 6 – Guinobatan,,Marine (coastal sediment),Yes,10.00 MP/kg (12 MPs),"Fragments, Fibers",Irregular,"Blue, Pink, Brown","PE, PP","Fishing gear, domestic waste, tourism",Ecological,"Del Rosario & Tiu-Arcilla, 2024"
"Cabugao Bay, Catanduanes Island, Philippines",Site 7 – Batalay,,Marine (coastal sediment),Yes,10.00 MP/kg (12 MPs),"Fragments, Fibers",Irregular,"Blue, Black, Pink","PE, PP","Coastal litter, fishing activity",Ecological,"Del Rosario & Tiu-Arcilla, 2024"
"Cabugao Bay, Catanduanes Island, Philippines",Aggregate (All 7 sites),,Marine (coastal sediment),Yes,"9.43 MP/kg (mean), Total 66 MPs","Fragments (37/66), Fibers (25/66), Foam/Pellet (2/66), Glass (2/66)","Irregular, elongated, crumpled","Blue (26/66), Pink (13/66), Black (12/66), Brown (7/66), Yellow (5/66), White (2/66)","PE (dominant; 52/66 MPs), PP, PVC, Silicone rubber, Polybutene, Polyurethane, Polyacetylene, Vinyl chloride, Lecithin","Fishing, domestic waste, packaging, poor solid waste management","Ecological, bioaccumulation, food safety","Del Rosario & Tiu-Arcilla, 2024"
"Pasig River, Metro Manila, Philippines",Site 1 – Guadalupe,Oreochromis niloticus (tilapia),Freshwater (urban river),Yes,Mean: 3.6 ± 1.8 MPs/fish,"Fragments (dominant), Fibers","Irregular, angular","Blue, White, Black","Polypropylene (PP), Polyethylene (PE)","Packaging waste, urban runoff, sewage discharge","Ecological, Food safety","Espiritu et al., 2023"
"Pasig River, Metro Manila, Philippines",Site 2 – Sta. Ana,Arius manillensis (catfish),Freshwater (urban river),Yes,Mean: 4.1 ± 2.2 MPs/fish,"Fragments, Fibers",Irregular,"Blue, Transparent","PP, PE","Fishing gear, plastic debris, domestic waste",Ecological,"Espiritu et al., 2023"
"Marikina River, Metro Manila, Philippines",Site 3 – Sto. Niño,Pterygoplichthys spp. (janitor fish),Freshwater (urban river),Yes,Mean: 8.3 ± 3.5 MPs/fish,"Fragments (dominant), Fibers",Irregular,"Blue, White, Brown","PP, PE","Riverine runoff, industrial discharge, domestic waste","Bioaccumulation, Food web risk","Espiritu et al., 2023"
"Marikina River, Metro Manila, Philippines",Site 4 – Barangka,"Oreochromis niloticus, Arius manillensis, Pterygoplichthys spp.",Freshwater (urban river),Yes,Range: 2–12 MPs/fish,"Fragments, Fibers",Irregular,"Blue, White, Black, Brown","PP, PE","Urban effluents, packaging litter, stormwater","Ecological, Human health","Espiritu et al., 2023"
Combined Sites (Pasig + Marikina Rivers),,"O. niloticus, A. manillensis, Pterygoplichthys spp.",Freshwater (urban river),Yes,Mean: 5.3 ± 2.6 MPs/fish,"Fragments (dominant >70%), Fibers (<30%)","Irregular, angular","Blue, White, Black","Polypropylene, Polyethylene","Domestic waste, packaging plastics, fishing nets, sewage","Ecological, Human health, Food safety","Espiritu et al., 2023"
"Negros Oriental, Philippines",Dumaguete City,Siganus fuscescens (Rabbitfish),Marine coastal,Yes,0.6 MPs/fish (mean); up to 44 MPs/fish (outlier),"Fragments, Fibers","Irregular, Angular","Blue, White, Transparent","PP, PE, PA, PET, GPPS","Domestic waste, dumpsite leachate, untreated sewage","Food safety, Ecological","Bucol et al., 2020"
"Negros Oriental, Philippines",Bais City,Siganus fuscescens,Marine coastal,Yes,Mean: 0.6 MPs/fish,"Fragments, Fibers",Irregular,"Blue, White","PP, PE, PET, PA","Riverine domestic waste, fishing activity",Ecological,"Bucol et al., 2020"
"Negros Oriental, Philippines",Manjuyod,Siganus fuscescens,Marine coastal,Yes,One fish contained 44 MPs (extreme case),Fragments,Irregular,Blue,PP,"Fishing, local waste",Ecological,"Bucol et al., 2020"
"Negros Oriental, Philippines",Ayungon,Siganus fuscescens,Marine coastal,Yes,Mean: 0.6 MPs/fish,"Fragments, Fibers",Irregular,"Blue, White","PP, PE, PET","Household waste, coastal litter",Ecological,"Bucol et al., 2020"
"Negros Oriental, Philippines",Silliman Beach (Sediment),,"Marine sediment (subtidal, 1–2.5 m depth)",Yes,12.3 MPs/sample (≈0.082 items/g),"Fibers (dominant), Fragments","Elongated, Filamentous","Blue, Pink","Rayon (dominant), PET, PVC, PE, PR, AF","Clothing fibers, wastewater discharge, fishing",Ecological,"Bucol et al., 2020"
"Negros Oriental, Philippines",Aggregate (4 fish sites + 1 sediment site),Siganus fuscescens,Marine coastal,Yes,Fish: avg. 0.6 MPs/fish; Sediment: 0.082 items/g,"Fragments (fish), Fibers (sediments)","Irregular, Filamentous","Blue, White, Pink","PP, PE, PET, PA, GPPS, PVC, Rayon, PR, AF","Household sewage, fishing gear, textiles","Food safety, Bioaccumulation","Bucol et al., 2020"
"Iligan City, Lanao del Norte, Philippines",Brgy. Tibanga,,Urban terrestrial (road dust),Yes,110 items; 48.9 ± 30.1 items/m²; 0.4 ± 0.2 items/g,"Fibers (dominant, 90.7%)",Filamentous,"Blue (dominant), various colors","Polyester (58.3%), Ethylene propylene (25%), Ethylene vinyl acetate (8.3%), Polyacrylamide (8.3%)","Textile fibers, tire abrasion, industrial debris, road surface wear","Human health (inhalation), Ecological","Tejano et al., 2024"
"Iligan City, Lanao del Norte, Philippines",Brgy. Poblacion,,Urban terrestrial (road dust),Yes,73 items; 32.4 ± 28.3 items/m²; 0.7 ± 0.6 items/g,Fibers,Filamentous,"Blue (dominant), Black, Pink","Polyester, Ethylene propylene","Vehicular emissions, textile fibers, domestic sources",Human health,"Tejano et al., 2024"
"Iligan City, Lanao del Norte, Philippines",Brgy. Palao,,Urban terrestrial (road dust),Yes,82 items; 36.4 ± 24.1 items/m²; 0.4 ± 0.5 items/g,Fibers,Filamentous,"Blue (dominant), Red, Pink, Brown","Polyester, Ethylene propylene","Vehicle wear, industrial activity, domestic runoff",Human health,"Tejano et al., 2024"
"Iligan City, Lanao del Norte, Philippines",Aggregate (3 sites),,Urban terrestrial (road dust),Yes,Total 265 items; mean 39.2 ± 8.6 items/m²; 0.5 ± 0.2 items/g,Fibers (dominant),Filamentous,"Blue (90.7%), others <10%","Polyester (58.3%), Ethylene propylene (25%), EVA (8.3%), Polyacrylamide (8.3%)","Textile shedding, tire wear, industrial emissions, construction dust","Human health (inhalation risk), Ecological deposition","Tejano et al., 2024"
"Gimaloto Mangrove, Sorsogon City, Philippines",Shoreline (surface water),,Mangrove / Coastal,Yes,1.48 MPs/m³,"Fragments (20), Fibers (14), Films (4)","Angular, Irregular, Filamentous","White, Blue, Brown, Green, Red, Multicolored, Transparent, Black","Polypropylene (PP), HDPE, LDPE, Polyester, PS, Nylon, Polyethylene Chlorinated","Sewage discharge, fishing activities, laundry fibers",Ecological and food safety,"Embudo et al., 2024"
"Gimaloto Mangrove, Sorsogon City, Philippines",Near Cawayan River (surface water),,Estuarine / Mangrove,Yes,1.41 MPs/m³,"Fragments, Fibers, Films","Angular, Irregular","White, Blue, Brown, Red","Polypropylene, HDPE, LDPE, Polyester","Runoff, domestic waste, aquaculture",Ecological,"Embudo et al., 2024"
"Gimaloto Mangrove, Sorsogon City, Philippines",Sediment Transect 1 (5 m from shore),,Mangrove / Sediment,Yes,50 MPs/kg,"Fragments (dominant), Fibers, Foams, Films, Pellets","Angular, Irregular, Filamentous","White, Blue, Black, Brown, Multicolored, Red, Transparent","PP, HDPE, PS, Polyester, LDPE, Nylon 66, Polyethylene Chlorinated","Land-based litter, fishing supplies, tourism, waste dumping",Ecological,"Embudo et al., 2024"
"Gimaloto Mangrove, Sorsogon City, Philippines",Sediment Transect 2 (10 m from shore),,Mangrove / Sediment,Yes,46.67 MPs/kg,"Fragments, Fibers","Angular, Irregular","White, Blue","PP, HDPE",Land-based and aquatic waste,Ecological,"Embudo et al., 2024"
"Gimaloto Mangrove, Sorsogon City, Philippines",Sediment Transect 3 (near riprap / waste accumulation),,Mangrove / Sediment,Yes,300 MPs/kg,"Fragments (91 MPs), Fibers (24 MPs), Foams (7), Films (5)","Angular, Irregular","White (dominant), Blue, Black","PP (55.7%), HDPE, LDPE, PS, Polyester, Nylon, PE-Chlorinated","Construction waste, residential runoff, human settlements",Ecological,"Embudo et al., 2024"
"Gimaloto Mangrove, Sorsogon City, Philippines",Sediment Transect 4 (10 m from edge),,Mangrove / Sediment,Yes,46.67 MPs/kg,"Fragments, Fibers","Angular, Irregular",White,"PP, HDPE","Marine litter, degraded plastics",Ecological,"Embudo et al., 2024"
"Gimaloto Mangrove, Sorsogon City, Philippines",Mud crab gut,Scylla serrata,Mangrove / Benthic,Yes,0.22 MPs/g tissue (4 MPs total),Fibers,Filamentous,"Red (2 MPs), Blue (2 MPs)",Not analyzed (too small for FTIR),Ingestion via feeding on contaminated sediment,"Food safety, bioaccumulation, human health","Embudo et al., 2024"
"Gimaloto Mangrove, Sorsogon City, Philippines",Mud crab gills,Scylla serrata,Mangrove / Benthic,No,0,,,,,,,"Embudo et al., 2024"
"Manila Bay, Philippines","Cañas River, Cavite",,Estuary / River Mouth,Yes,"Surface water: 1,580 particles/m³; Sediment: 557 particles/kg","Fragments (dominant), Films, Fibers, Pellets, Foams, Sheets","Irregular, Angular","White, Blue, Transparent, Green, Red, Black, Brown","PP, LDPE, HDPE, PET, PS, PU","Residential waste, fishing activities, packaging waste, sewage discharge",Ecological,"Osorio et al., 2021"
"Manila Bay, Philippines","Meycauayan River, Bulacan",,Estuary / River Mouth,Yes,"Surface water: 57,665 particles/m³; Sediment: 1,052 particles/kg","Fragments, Pellets, Foams, Films, Fibers","Irregular, Porous","White, Transparent, Blue","PP, HDPE, LDPE, PS, PU","Industrial discharge, plastic manufacturing, stormwater runoff","Ecological, Human health","Osorio et al., 2021"
"Manila Bay, Philippines","Parañaque River, Metro Manila",,Estuary / River Mouth,Yes,"Surface water: 5,015 particles/m³; Sediment: 1,033 particles/kg","Fragments, Fibers, Films, Sheets, Foams","Irregular, Filamentous","White, Blue, Transparent","PP, HDPE, LDPE, PS, PVAC","Fishing nets, seafood market litter, domestic waste","Ecological, Food safety","Osorio et al., 2021"
"Manila Bay, Philippines","Pasig River, Metro Manila",,Estuary / River Mouth,Yes,"Surface water: 3,405 particles/m³; Sediment: 771 particles/kg","Fragments, Films, Sheets, Fibers","Angular, Irregular","White, Blue, Transparent, Black","PP, LDPE, HDPE, PVAC","Urban runoff, domestic litter, port activity",Ecological,"Osorio et al., 2021"
"Manila Bay, Philippines","Tullahan River, Metro Manila",,Estuary / River Mouth,Yes,"Surface water: 11,475 particles/m³; Sediment: 848 particles/kg","Fragments, Fibers, Foams, Films","Angular, Filamentous","White, Blue, Transparent, Red, Brown","PP, PE, PS, PU","Industrial discharge, residential waste, aquaculture","Ecological, Bioaccumulation","Osorio et al., 2021"
"Manila Bay, Philippines",Aggregate (Five River Mouths),,Estuary / River Mouths,Yes,"Water: 1,580–57,665 particles/m³; Sediment: 386–1,357 particles/kg","Fragments (dominant), Films, Fibers, Pellets, Foams, Sheets","Irregular, Angular, Filamentous","White (40%), Blue (25%), Transparent (20%), Others (15%)","PP (32%), PE (28%), PS (16%), PET (12%), PU (8%), PVAC (4%)","Industrial discharge, domestic sewage, fishing, packaging waste, aquaculture","Ecological, Human health","Osorio et al., 2021"
"Molawin Watershed, Makiling Forest Reserve, Los Baños, Laguna, Philippines",Upstream (Flat Rocks) – Bank,,Freshwater river sediment,Yes,1.00 ± 0.58 items/100 g,"Fragments (0.67), Fibers (0.33)","Irregular, Filamentous",,None detected,"Natural forest runoff, minimal anthropogenic input",Ecological,"Limbago et al., 2021"
"Molawin Watershed, Makiling Forest Reserve, Los Baños, Laguna, Philippines",Upstream (Flat Rocks) – Channel,,Freshwater river sediment,Yes,1.00 ± 0.58 items/100 g,Fragments only,"Angular, Irregular",,None detected,Natural weathering,Ecological,"Limbago et al., 2021"
"Molawin Watershed, Makiling Forest Reserve, Los Baños, Laguna, Philippines",Midstream (Molawin Biopark) – Bank,,Freshwater river sediment,Yes,6.33 ± 1.20 items/100 g,"Fragments (4.00), Beads (0.67), Films (1.00), Fibers (0.67)","Angular, Irregular, Filamentous",,Polyethylene (PE),"Campus discharge, university waste, runoff",Ecological,"Limbago et al., 2021"
"Molawin Watershed, Makiling Forest Reserve, Los Baños, Laguna, Philippines",Midstream (Molawin Biopark) – Channel,,Freshwater river sediment,Yes,1.33 ± 0.88 items/100 g,"Fragments (0.33), Fibers (1.00)","Angular, Filamentous",,None detected,"Campus discharge, runoff",Ecological,"Limbago et al., 2021"
"Molawin Watershed, Makiling Forest Reserve, Los Baños, Laguna, Philippines",Downstream (Barangay Bayog) – Bank,,Freshwater river sediment,Yes,97.00 ± 12.34 items/100 g,"Fragments (71.33), Beads (0.67), Films (5.00), Fibers (20.00)","Angular, Irregular, Filamentous",,"Polypropylene (PP), Polyethylene (PE)","Residential runoff, sewage, degraded plastic packaging","Ecological, Bioaccumulation","Limbago et al., 2021"
"Molawin Watershed, Makiling Forest Reserve, Los Baños, Laguna, Philippines",Downstream (Barangay Bayog) – Channel,,Freshwater river sediment,Yes,47.33 ± 11.39 items/100 g,"Fragments (30.00), Beads (0.67), Films (11.67), Fibers (5.00)","Angular, Irregular, Filamentous",,Polypropylene (PP),"Urban and agricultural runoff, waste discharge",Ecological,"Limbago et al., 2021"
"Cebu Province, Philippines",Argao Public Market,Mullus surmuletus,Marine (benthic),Yes,3.2 MPs/g tissue (N = 60 total from Argao),"Fragments (62.8%), Fibers (23.5%), Films (10.7%), Forms (1.5%), Pellets (1.5%)","Angular, Irregular, Filamentous","Black (42.9%), Blue (20.5%), Brown (17.9%), Red (13.8%), Yellow (2.7%), Green (1.8%), Colorless (0.4%)","PVA (20%), PA (17%), PP (10%), PVC (7%), PEC (7%), PB (10%), PU (3%), PET (3%), PE-PP (3%), Nylon (3%), PES (3%), ABS (3%), Polyester (3%)","Household and agricultural runoff, laundry effluents, packaging waste","Food safety, Human health","Alburo et al., 2024"
"Cebu Province, Philippines",Bogo City Public Market,Euthynnus affinis,Marine (pelagic),Yes,2.8 MPs/g tissue (N = 74 total),Fragments (dominant),Irregular,"Blue, Black","PE, PP, PET","Fishing gear, consumer waste, textile fibers","Food safety, Bioaccumulation","Alburo et al., 2024"
"Cebu Province, Philippines",Liloan Public Market,Selar crumenophthalmus,Marine (pelagic),Yes,3.0 MPs/g tissue,"Fragments, Fibers, Films","Irregular, Filamentous","Blue (61%), Black (21%), Red (7%), Brown (3%), Yellow (2%), Green (1%), Colorless (3%)","PE, PP, PET","Urban and domestic runoff, laundry wastewater",Food safety,"Alburo et al., 2024"
"Cebu Province, Philippines",Naga City People’s Market,Cypselurus opisthopus,Marine (pelagic),Yes,2.8 MPs/g tissue,Fragments (dominant),Irregular,"Blue, Black","PVA, PP, PVC","Laundry discharge, domestic waste, packaging litter","Food safety, Human health","Alburo et al., 2024"
"Cebu Province, Philippines",Toledo City Public Market,Lethrinus ornatus,Marine (benthic),Yes,,"Fragments, Fibers","Angular, Filamentous","Black, Blue, Red","PP, PE","Agricultural runoff, improper waste disposal",Food safety,"Alburo et al., 2024"
"Cebu Province, Philippines",Daanbantayan Public Market,Siganus fuscescens,Marine (benthic),Yes,Lowest among sites (exact not reported),Fragments (dominant),Irregular,"Blue, Black","PE, PP","Domestic waste, fishing activities",Ecological,"Alburo et al., 2024"
"Cebu Province, Philippines",Carcar City Public Market,Scarus psittacus,Marine (benthic),Yes,16% of total MPs (N = 64),"Fragments, Fibers","Irregular, Filamentous","Blue, Black, Red","PVA, PVC","Laundry, fishing gear, packaging",Food safety,"Alburo et al., 2024"
"Cebu Province, Philippines",Oslob Public Market,Nemipterus japonicus,Marine (non-pelagic),Yes,,"Fragments, Fibers",Irregular,"Blue, Brown","PP, PE","Municipal sewage, plastic packaging",Ecological,"Alburo et al., 2024"
"Cebu Province, Philippines",Province Aggregate,11 commercial fish species,Marine (benthic + pelagic),Yes,389 MPs total; mean 1.2–3.2 MPs/g,"Fragments (62.8%), Fibers (23.5%), Films (10.7%), Forms (1.5%), Pellets (1.5%)","Angular, Irregular, Filamentous","Blue (dominant), Black, Red, Brown, Yellow, Green, Colorless","PVA (20%), PA (17%), PP (10%), PVC (7%), PEC (7%), PB (10%), PU (3%), PET (3%), PE-PP (3%), Nylon (3%), PES (3%), ABS (3%), Polyester (3%)","Laundry discharge, agricultural runoff, packaging waste, fishing debris","Human health, Bioaccumulation","Alburo et al., 2024"
"Dipolog City, Zamboanga del Norte, Philippines",Fish landing site,Thunnus albacares,Marine (pelagic),No,0,,,,,,,"Seno et al., 2024"
"Dipolog City, Zamboanga del Norte, Philippines",Fish landing site,Hemiramphus far,Marine (pelagic),Yes,"11 MPs total (5 fibers, 6 fragments)","Fibers (45.5%), Fragments (54.5%)","Filamentous, Angular","Black, Blue, Green, Red, Orange, Yellow, White","Rayon, Polyamide Nylon, Polyester","Fishing nets, textile fibers, wastewater","Ecological, Food safety","Seno et al., 2024"
"Dipolog City, Zamboanga del Norte, Philippines",Fish landing site,Sphyraena jello,Marine (pelagic),Yes,3 MPs (all fibers),Fibers only,Filamentous,Black,,"Fishing gear, laundry effluent",Ecological,"Seno et al., 2024"
"Pagadian City, Zamboanga del Sur, Philippines",Fish landing site,Katsuwonus pelamis,Marine (pelagic),Yes,"4 MPs (2 fibers, 2 fragments)","Fibers (50%), Fragments (50%)","Filamentous, Irregular","Black, Orange",,"Fishing nets, marine litter",Food safety,"Seno et al., 2024"
"Pagadian City, Zamboanga del Sur, Philippines",Fish landing site,Decapterus kurroides,Marine (pelagic),Yes,1 MP (fiber),Fiber,Filamentous,Black,,"Runoff, household waste",Ecological,"Seno et al., 2024"
"Pagadian City, Zamboanga del Sur, Philippines",Fish landing site,Amblygaster leiogaster,Marine (pelagic),Yes,1 MP (fiber),Fiber,Filamentous,Blue,,"Fishing activity, textile fibers",Ecological,"Seno et al., 2024"
"Pagadian City, Zamboanga del Sur, Philippines",Fish landing site,Sardinella lemuru,Marine (pelagic),Yes,9 MPs (fibers only),Fibers (100%),Filamentous,"Black, Blue",,"Fishing nets, laundry effluent",Food safety,"Seno et al., 2024"
